Order_Date,Category,Customer_ID,Revenue
2022-12-18,Technology,CUST-0298,181.0
2022-04-20,Technology,CUST-0426,218.88
2022-02-26,Furniture,CUST-0382,112.68
2023-07-30,Office Supplies,CUST-0289,134.37
2022-08-14,Office Supplies,CUST-0435,328.4
2023-02-06,Office Supplies,CUST-0088,372.52
2022-12-09,Technology,CUST-0139,245.13
2022-08-06,Technology,CUST-0431,223.46
2022-07-29,Office Supplies,CUST-0275,29.53
2022-09-08,Furniture,CUST-0321,174.5
2023-06-14,Technology,CUST-0005,94.08
2022-07-01,Furniture,CUST-0285,213.17
2022-09-12,Furniture,CUST-0459,44.84
2023-08-17,Office Supplies,CUST-0470,414.95
2022-05-31,Office Supplies,CUST-0188,154.16
2023-02-01,Office Supplies,CUST-0330,83.75
2023-10-17,Furniture,CUST-0127,382.88
2023-02-20,Furniture,CUST-0143,302.35
2022-01-11,Office Supplies,CUST-0445,109.48
2022-08-09,Office Supplies,CUST-0237,145.67
2022-07-08,Technology,CUST-0104,156.29
2023-02-13,Furniture,CUST-0090,212.57
2023-06-08,Office Supplies,CUST-0244,210.3
2022-11-08,Furniture,CUST-0482,227.01
2022-02-11,Office Supplies,CUST-0181,271.88
2023-07-22,Office Supplies,CUST-0101,318.41
2023-08-18,Furniture,CUST-0010,353.83
2022-01-04,Technology,CUST-0336,452.69
2023-07-27,Technology,CUST-0427,132.92
2022-03-04,Office Supplies,CUST-0226,122.02
2023-03-05,Furniture,CUST-0028,509.99
2023-08-11,Furniture,CUST-0354,60.62
2023-01-03,Technology,CUST-0344,185.14
2022-06-19,Office Supplies,CUST-0090,590.87
2023-03-09,Furniture,CUST-0324,398.37
2023-07-15,Office Supplies,CUST-0247,206.02
2023-07-14,Office Supplies,CUST-0098,516.48
2023-11-20,Technology,CUST-0080,623.85
2023-04-09,Office Supplies,CUST-0492,249.64
2023-12-08,Office Supplies,CUST-0342,85.9
2023-12-09,Technology,CUST-0415,173.55
2022-09-03,Office Supplies,CUST-0207,126.97
2022-05-25,Office Supplies,CUST-0333,381.76
2022-02-14,Furniture,CUST-0062,217.87
2023-03-04,Furniture,CUST-0034,23.35
2023-01-29,Furniture,CUST-0475,131.91
2023-11-22,Office Supplies,CUST-0193,84.04
2023-12-26,Furniture,CUST-0145,394.04
2023-11-28,Furniture,CUST-0308,58.04
2023-04-29,Office Supplies,CUST-0141,674.27
2023-09-01,Office Supplies,CUST-0043,34.93
2022-09-19,Technology,CUST-0071,950.11
2023-06-17,Technology,CUST-0080,201.69
2023-11-25,Technology,CUST-0005,300.12
2023-06-14,Office Supplies,CUST-0057,41.96
2022-10-04,Office Supplies,CUST-0040,169.86
2022-02-24,Furniture,CUST-0172,67.75
2022-07-03,Technology,CUST-0471,48.31
2022-07-20,Furniture,CUST-0322,115.43
2023-05-19,Furniture,CUST-0191,305.99
2022-10-10,Furniture,CUST-0063,223.63
2022-01-19,Technology,CUST-0423,277.64
2023-01-23,Technology,CUST-0197,155.99
2022-07-15,Office Supplies,CUST-0457,130.05
2022-02-26,Office Supplies,CUST-0210,157.26
2022-12-10,Technology,CUST-0279,42.43
2022-09-28,Furniture,CUST-0188,67.28
2023-12-27,Technology,CUST-0365,121.83
2023-10-03,Furniture,CUST-0379,328.94
2022-04-13,Office Supplies,CUST-0146,391.56
2022-03-23,Technology,CUST-0310,477.51
2022-06-11,Office Supplies,CUST-0402,145.15
2023-12-14,Furniture,CUST-0255,119.7
2023-08-17,Furniture,CUST-0220,369.77
2023-02-16,Office Supplies,CUST-0235,287.12
2022-06-08,Furniture,CUST-0404,149.62
2022-08-05,Office Supplies,CUST-0185,164.44
2023-09-10,Office Supplies,CUST-0178,540.67
2022-04-18,Technology,CUST-0196,212.12
2023-04-24,Technology,CUST-0487,137.15
2022-11-10,Furniture,CUST-0418,230.17
2022-03-19,Technology,CUST-0357,46.94
2022-03-15,Furniture,CUST-0332,169.41
2023-10-19,Office Supplies,CUST-0376,82.27
2023-12-18,Office Supplies,CUST-0024,382.4
2022-06-01,Technology,CUST-0259,29.78
2023-04-24,Furniture,CUST-0473,130.42
2022-11-20,Technology,CUST-0141,503.19
2022-12-21,Office Supplies,CUST-0258,77.84
2022-06-29,Furniture,CUST-0348,409.92
2023-03-15,Technology,CUST-0444,342.4
2023-12-29,Technology,CUST-0103,419.3
2022-12-19,Office Supplies,CUST-0374,565.64
2022-06-22,Furniture,CUST-0376,365.17
2022-07-03,Office Supplies,CUST-0116,30.5
2023-12-13,Furniture,CUST-0237,23.88
2023-02-20,Office Supplies,CUST-0226,187.44
2023-01-31,Furniture,CUST-0145,63.29
2022-03-11,Office Supplies,CUST-0214,175.55
2022-12-01,Office Supplies,CUST-0349,562.72
2023-09-18,Office Supplies,CUST-0487,199.58
2023-01-09,Furniture,CUST-0478,26.58
2023-09-27,Office Supplies,CUST-0082,198.83
2022-01-16,Furniture,CUST-0163,1163.52
2023-04-09,Furniture,CUST-0375,48.1
2022-10-28,Technology,CUST-0189,143.44
2023-04-16,Technology,CUST-0053,118.85
2022-06-03,Office Supplies,CUST-0147,90.22
2022-06-28,Office Supplies,CUST-0382,385.49
2022-03-05,Office Supplies,CUST-0011,343.09
2022-02-15,Furniture,CUST-0164,290.13
2022-12-04,Technology,CUST-0447,259.69
2022-10-08,Technology,CUST-0084,93.06
2022-02-20,Furniture,CUST-0126,147.61
2022-09-15,Office Supplies,CUST-0230,644.74
2022-01-10,Furniture,CUST-0164,105.16
2023-11-20,Technology,CUST-0389,206.83
2023-12-02,Technology,CUST-0346,82.38
2022-09-28,Office Supplies,CUST-0257,379.2
2022-09-16,Technology,CUST-0351,423.46
2022-03-31,Furniture,CUST-0358,197.23
2023-04-01,Furniture,CUST-0117,66.09
2023-03-24,Technology,CUST-0264,458.91
2022-01-31,Office Supplies,CUST-0093,92.46
2023-05-17,Furniture,CUST-0084,215.88
2023-07-03,Furniture,CUST-0407,84.62
2023-03-08,Office Supplies,CUST-0014,161.54
2023-05-20,Office Supplies,CUST-0091,339.5
2023-12-28,Office Supplies,CUST-0042,504.33
2023-11-07,Furniture,CUST-0058,265.41
2022-05-09,Furniture,CUST-0426,99.44
2023-11-25,Office Supplies,CUST-0006,651.14
2023-05-21,Office Supplies,CUST-0002,461.04
2023-02-08,Technology,CUST-0368,134.97
2022-04-15,Furniture,CUST-0046,189.45
2022-08-04,Furniture,CUST-0492,196.45
2023-04-03,Technology,CUST-0028,117.04
2022-01-16,Technology,CUST-0243,121.89
2023-12-06,Technology,CUST-0115,137.03
2023-04-28,Furniture,CUST-0075,79.05
2022-08-03,Technology,CUST-0039,77.98
2022-01-07,Technology,CUST-0161,248.96
2023-03-31,Furniture,CUST-0276,105.59
2023-11-07,Furniture,CUST-0333,87.94
2022-11-06,Office Supplies,CUST-0439,121.74
2023-08-18,Technology,CUST-0128,53.12
2022-12-23,Furniture,CUST-0164,15.48
2023-11-23,Technology,CUST-0434,154.37
2023-09-04,Office Supplies,CUST-0103,90.78
2022-10-12,Furniture,CUST-0085,272.93
2023-04-24,Technology,CUST-0101,4.57
2022-06-25,Office Supplies,CUST-0059,76.3
2023-05-29,Furniture,CUST-0211,333.93
2023-08-17,Office Supplies,CUST-0140,45.41
2023-01-24,Technology,CUST-0106,191.21
2022-06-20,Furniture,CUST-0301,315.84
2023-10-20,Furniture,CUST-0185,56.07
2022-04-24,Technology,CUST-0143,405.93
2022-09-17,Office Supplies,CUST-0441,115.06
2022-08-19,Furniture,CUST-0270,355.56
2022-04-22,Technology,CUST-0486,225.48
2023-04-07,Office Supplies,CUST-0052,200.92
2023-01-09,Technology,CUST-0045,364.7
2022-02-01,Technology,CUST-0067,159.05
2023-11-28,Furniture,CUST-0393,132.26
2022-03-03,Office Supplies,CUST-0068,157.24
2023-01-28,Furniture,CUST-0246,334.77
2023-09-14,Office Supplies,CUST-0106,221.93
2023-11-14,Office Supplies,CUST-0162,119.21
2023-07-21,Furniture,CUST-0003,231.97
2022-05-06,Technology,CUST-0198,272.72
2023-04-29,Office Supplies,CUST-0359,479.38
2023-10-20,Furniture,CUST-0104,211.22
2023-09-18,Office Supplies,CUST-0381,166.01
2022-09-21,Technology,CUST-0367,161.61
2022-11-24,Office Supplies,CUST-0411,407.38
2022-01-26,Office Supplies,CUST-0083,165.13
2022-06-18,Furniture,CUST-0229,201.36
2023-01-02,Technology,CUST-0135,54.89
2023-11-20,Office Supplies,CUST-0022,271.35
2023-02-16,Office Supplies,CUST-0279,218.37
2022-05-24,Technology,CUST-0417,162.92
2023-02-26,Furniture,CUST-0134,167.04
2023-03-01,Office Supplies,CUST-0330,501.59
2023-03-22,Furniture,CUST-0070,179.06
2023-10-14,Office Supplies,CUST-0278,466.61
2023-03-31,Furniture,CUST-0089,89.51
2022-09-08,Furniture,CUST-0052,736.24
2022-08-14,Technology,CUST-0034,157.72
2023-03-19,Office Supplies,CUST-0432,87.15
2023-02-07,Furniture,CUST-0103,281.66
2022-01-29,Technology,CUST-0333,196.89
2022-10-20,Furniture,CUST-0432,229.14
2022-06-23,Technology,CUST-0496,45.64
2022-12-17,Furniture,CUST-0299,99.9
2023-10-26,Furniture,CUST-0166,160.99
2022-08-20,Furniture,CUST-0195,469.71
2023-03-13,Office Supplies,CUST-0346,349.24
2023-08-22,Furniture,CUST-0321,303.44
2023-07-10,Office Supplies,CUST-0429,180.72
2023-01-14,Furniture,CUST-0244,308.95
2022-10-29,Technology,CUST-0158,126.59
2022-03-26,Technology,CUST-0099,419.35
2022-06-23,Furniture,CUST-0220,238.25
2023-09-09,Furniture,CUST-0002,1231.7
2023-06-17,Office Supplies,CUST-0180,21.45
2022-02-07,Office Supplies,CUST-0025,738.17
2022-01-26,Office Supplies,CUST-0323,77.77
2023-07-14,Furniture,CUST-0371,282.67
2023-08-29,Furniture,CUST-0278,248.29
2022-03-10,Office Supplies,CUST-0246,90.38
2022-08-04,Office Supplies,CUST-0016,175.49
2023-07-05,Technology,CUST-0256,97.34
2023-12-29,Furniture,CUST-0172,267.04
2023-08-12,Technology,CUST-0480,114.1
2022-11-21,Furniture,CUST-0169,331.29
2023-05-31,Office Supplies,CUST-0060,311.78
2022-08-15,Furniture,CUST-0466,437.43
2022-06-02,Furniture,CUST-0279,177.26
2022-07-05,Office Supplies,CUST-0276,486.65
2023-04-11,Office Supplies,CUST-0238,264.81
2023-05-03,Office Supplies,CUST-0417,221.21
2022-11-22,Technology,CUST-0101,242.06
2023-12-09,Technology,CUST-0344,182.76
2022-08-10,Office Supplies,CUST-0080,243.8
2022-01-16,Office Supplies,CUST-0012,407.09
2022-10-15,Furniture,CUST-0472,64.98
2023-10-27,Furniture,CUST-0092,67.64
2022-04-13,Office Supplies,CUST-0257,336.66
2022-08-14,Office Supplies,CUST-0237,149.88
2023-09-26,Office Supplies,CUST-0315,271.39
2023-09-10,Furniture,CUST-0398,95.51
2022-04-19,Office Supplies,CUST-0347,197.82
2022-10-15,Furniture,CUST-0366,379.9
2022-11-16,Furniture,CUST-0182,77.4
2023-04-12,Furniture,CUST-0348,305.59
2023-08-22,Furniture,CUST-0015,312.19
2023-09-05,Furniture,CUST-0029,99.28
2022-09-28,Office Supplies,CUST-0214,211.96
2022-02-28,Technology,CUST-0331,265.36
2022-05-19,Technology,CUST-0439,196.49
2022-04-28,Office Supplies,CUST-0393,217.57
2023-11-24,Technology,CUST-0440,311.57
2022-10-22,Furniture,CUST-0394,112.36
2023-12-01,Technology,CUST-0480,271.53
2022-05-21,Technology,CUST-0476,156.1
2023-10-20,Furniture,CUST-0243,96.77
2023-06-02,Office Supplies,CUST-0067,51.66
2022-01-12,Furniture,CUST-0258,209.82
2022-08-10,Technology,CUST-0428,626.91
2023-02-20,Technology,CUST-0371,167.53
2022-10-07,Furniture,CUST-0168,147.39
2023-12-16,Office Supplies,CUST-0024,314.85
2023-10-30,Office Supplies,CUST-0199,135.17
2023-11-05,Office Supplies,CUST-0234,97.76
2022-10-07,Office Supplies,CUST-0118,64.34
2023-04-01,Furniture,CUST-0100,322.98
2022-04-13,Office Supplies,CUST-0282,308.88
2022-01-07,Technology,CUST-0092,136.26
2022-02-22,Furniture,CUST-0132,447.29
2022-12-30,Office Supplies,CUST-0007,173.77
2023-01-02,Office Supplies,CUST-0404,199.63
2023-01-15,Office Supplies,CUST-0323,565.77
2022-10-17,Office Supplies,CUST-0058,76.83
2022-04-25,Office Supplies,CUST-0304,219.31
2022-12-01,Office Supplies,CUST-0104,93.34
2022-11-20,Office Supplies,CUST-0255,240.08
2023-01-29,Office Supplies,CUST-0022,305.33
2022-04-15,Office Supplies,CUST-0432,266.55
2022-08-09,Technology,CUST-0258,200.11
2022-12-15,Office Supplies,CUST-0226,504.31
2022-05-07,Technology,CUST-0403,563.4
2022-09-14,Technology,CUST-0289,71.83
2023-07-23,Furniture,CUST-0137,174.29
2023-02-23,Technology,CUST-0463,351.47
2023-12-03,Furniture,CUST-0152,145.19
2022-10-05,Technology,CUST-0008,207.47
2022-05-16,Office Supplies,CUST-0219,174.29
2023-06-30,Office Supplies,CUST-0236,616.31
2023-03-20,Furniture,CUST-0205,181.3
2022-07-16,Furniture,CUST-0248,87.83
2022-08-27,Furniture,CUST-0010,498.65
2022-08-21,Office Supplies,CUST-0012,149.9
2023-03-22,Office Supplies,CUST-0039,288.34
2023-12-19,Technology,CUST-0360,523.8
2022-06-29,Office Supplies,CUST-0235,134.73
2022-03-21,Technology,CUST-0477,208.98
2022-04-13,Office Supplies,CUST-0128,247.45
2022-08-19,Technology,CUST-0240,305.66
2022-11-29,Office Supplies,CUST-0292,189.67
2023-03-04,Furniture,CUST-0141,54.42
2023-10-17,Furniture,CUST-0463,334.85
2023-11-13,Office Supplies,CUST-0201,274.12
2023-10-27,Furniture,CUST-0085,62.87
2022-08-28,Furniture,CUST-0310,332.63
2022-04-09,Technology,CUST-0327,847.51
2023-08-02,Technology,CUST-0167,287.71
2022-02-21,Technology,CUST-0494,35.7
2022-07-23,Furniture,CUST-0382,172.31
2023-01-16,Office Supplies,CUST-0123,439.51
2022-04-24,Technology,CUST-0145,249.77
2023-07-04,Office Supplies,CUST-0105,734.57
2023-03-20,Technology,CUST-0401,146.98
2023-08-31,Technology,CUST-0402,104.99
2023-06-02,Technology,CUST-0427,145.07
2022-09-06,Furniture,CUST-0210,93.12
2022-04-06,Office Supplies,CUST-0244,232.76
2023-05-16,Technology,CUST-0404,216.02
2023-10-11,Technology,CUST-0221,33.72
2023-01-14,Office Supplies,CUST-0334,236.31
2023-11-21,Technology,CUST-0374,106.33
2022-02-03,Furniture,CUST-0378,195.91
2022-11-14,Office Supplies,CUST-0312,278.53
2022-07-31,Office Supplies,CUST-0044,65.07
2022-06-07,Technology,CUST-0394,661.0
2022-08-07,Furniture,CUST-0315,181.38
2023-12-04,Office Supplies,CUST-0394,506.22
2023-11-18,Technology,CUST-0357,164.89
2022-07-23,Furniture,CUST-0275,49.65
2022-10-30,Furniture,CUST-0200,485.69
2023-11-23,Office Supplies,CUST-0295,130.74
2022-05-09,Office Supplies,CUST-0277,102.7
2023-06-20,Office Supplies,CUST-0391,326.89
2022-08-13,Technology,CUST-0280,111.69
2022-01-12,Office Supplies,CUST-0452,224.08
2022-08-17,Furniture,CUST-0080,215.54
2022-10-17,Technology,CUST-0159,262.13
2022-12-25,Technology,CUST-0075,396.63
2022-07-15,Furniture,CUST-0194,214.06
2023-02-09,Furniture,CUST-0019,238.06
2022-03-18,Technology,CUST-0297,350.86
2022-12-25,Technology,CUST-0324,67.48
2023-09-17,Office Supplies,CUST-0061,193.98
2022-05-07,Office Supplies,CUST-0262,32.72
2022-04-02,Technology,CUST-0449,912.73
2023-04-11,Furniture,CUST-0287,318.59
2023-03-15,Furniture,CUST-0420,82.32
2023-11-07,Technology,CUST-0149,125.9
2023-04-30,Office Supplies,CUST-0154,181.27
2022-08-16,Office Supplies,CUST-0046,202.44
2023-09-24,Furniture,CUST-0220,200.89
2022-03-07,Technology,CUST-0124,351.93
2023-10-24,Office Supplies,CUST-0091,83.47
2023-01-12,Office Supplies,CUST-0152,399.9
2023-09-19,Technology,CUST-0094,348.41
2023-11-15,Technology,CUST-0401,169.05
2022-12-07,Office Supplies,CUST-0340,216.48
2022-11-26,Furniture,CUST-0454,47.18
2023-07-09,Furniture,CUST-0155,102.43
2023-01-25,Office Supplies,CUST-0361,353.75
2022-05-05,Office Supplies,CUST-0456,123.56
2022-09-03,Technology,CUST-0193,256.49
2023-07-02,Furniture,CUST-0422,294.15
2023-10-13,Technology,CUST-0287,640.18
2022-05-26,Technology,CUST-0184,324.17
2023-12-01,Office Supplies,CUST-0271,161.11
2023-02-19,Office Supplies,CUST-0056,120.72
2022-05-18,Furniture,CUST-0057,42.67
2022-03-12,Furniture,CUST-0082,84.59
2022-02-12,Furniture,CUST-0422,127.63
2022-05-13,Furniture,CUST-0290,432.03
2023-07-27,Technology,CUST-0088,129.97
2023-01-31,Technology,CUST-0082,113.03
2022-10-19,Furniture,CUST-0024,371.78
2022-11-07,Technology,CUST-0280,415.71
2023-02-26,Office Supplies,CUST-0497,210.42
2022-06-12,Office Supplies,CUST-0165,10.87
2022-10-12,Office Supplies,CUST-0500,333.08
2023-12-17,Office Supplies,CUST-0350,177.75
2023-01-20,Office Supplies,CUST-0122,29.71
2023-11-01,Furniture,CUST-0455,46.23
2023-07-15,Technology,CUST-0340,88.81
2022-12-22,Furniture,CUST-0045,169.38
2023-12-17,Furniture,CUST-0167,155.37
2023-12-24,Technology,CUST-0239,103.96
2023-07-03,Technology,CUST-0165,83.46
2022-07-11,Furniture,CUST-0062,205.54
2022-08-27,Office Supplies,CUST-0082,151.29
2022-07-21,Office Supplies,CUST-0132,462.6
2023-12-07,Furniture,CUST-0058,394.38
2023-06-24,Office Supplies,CUST-0487,232.34
2023-12-01,Technology,CUST-0483,198.58
2023-09-09,Furniture,CUST-0320,127.61
2022-10-08,Furniture,CUST-0390,163.05
2022-07-10,Office Supplies,CUST-0381,102.68
2022-10-14,Technology,CUST-0062,132.35
2022-01-14,Office Supplies,CUST-0245,150.89
2022-01-28,Technology,CUST-0208,344.75
2022-04-14,Furniture,CUST-0101,243.19
2022-10-04,Office Supplies,CUST-0388,196.18
2022-05-18,Technology,CUST-0034,270.09
2022-11-13,Office Supplies,CUST-0340,260.2
2023-05-28,Office Supplies,CUST-0271,117.58
2023-10-13,Office Supplies,CUST-0480,158.0
2022-05-03,Technology,CUST-0081,133.42
2022-11-11,Furniture,CUST-0198,560.96
2022-01-20,Technology,CUST-0130,149.05
2023-01-22,Technology,CUST-0215,131.56
2022-02-12,Technology,CUST-0278,309.9
2022-04-16,Furniture,CUST-0001,125.51
2023-03-08,Technology,CUST-0015,360.92
2022-04-24,Office Supplies,CUST-0166,203.62
2023-09-21,Furniture,CUST-0404,56.57
2023-12-09,Furniture,CUST-0368,16.77
2022-10-02,Technology,CUST-0241,203.18
2022-06-02,Technology,CUST-0128,83.18
2023-07-22,Technology,CUST-0019,124.25
2022-02-16,Office Supplies,CUST-0322,323.18
2023-08-08,Technology,CUST-0419,569.99
2023-04-27,Technology,CUST-0297,131.67
2022-08-18,Furniture,CUST-0168,438.54
2022-09-27,Furniture,CUST-0045,218.61
2023-11-06,Office Supplies,CUST-0253,521.48
2022-11-06,Furniture,CUST-0104,48.57
2022-05-16,Office Supplies,CUST-0451,141.54
2023-04-10,Furniture,CUST-0142,191.29
2023-11-08,Furniture,CUST-0276,445.21
2023-11-18,Office Supplies,CUST-0436,341.39
2022-02-16,Technology,CUST-0048,167.56
2022-08-01,Technology,CUST-0324,702.46
2022-03-18,Technology,CUST-0410,315.9
2023-07-05,Office Supplies,CUST-0275,188.08
2023-06-24,Technology,CUST-0266,115.73
2023-12-18,Technology,CUST-0225,175.97
2023-06-29,Technology,CUST-0158,201.91
2022-10-30,Furniture,CUST-0450,253.63
2023-09-29,Technology,CUST-0016,170.46
2022-02-28,Office Supplies,CUST-0063,227.18
2022-11-28,Office Supplies,CUST-0255,12.23
2023-12-19,Technology,CUST-0301,146.87
2023-07-12,Office Supplies,CUST-0430,727.24
2022-09-03,Furniture,CUST-0157,329.9
2022-11-09,Office Supplies,CUST-0150,294.5
2023-07-12,Office Supplies,CUST-0313,117.39
2022-09-29,Office Supplies,CUST-0493,101.19
2022-10-19,Office Supplies,CUST-0361,101.42
2022-01-10,Office Supplies,CUST-0111,334.43
2022-05-13,Technology,CUST-0057,67.01
2022-09-28,Office Supplies,CUST-0357,250.03
2022-11-25,Technology,CUST-0167,112.24
2022-01-23,Office Supplies,CUST-0469,340.2
2022-02-20,Technology,CUST-0168,95.13
2023-12-20,Furniture,CUST-0110,341.95
2023-10-14,Technology,CUST-0094,55.95
2022-08-17,Technology,CUST-0025,133.06
2022-05-06,Technology,CUST-0089,484.35
2022-12-18,Furniture,CUST-0257,176.58
2023-09-09,Technology,CUST-0279,73.82
2023-08-29,Furniture,CUST-0289,761.11
2022-12-11,Technology,CUST-0346,33.19
2023-04-09,Technology,CUST-0152,23.1
2022-10-10,Technology,CUST-0215,119.39
2023-06-19,Office Supplies,CUST-0447,317.32
2023-07-29,Office Supplies,CUST-0369,122.13
2022-04-13,Office Supplies,CUST-0160,82.04
2023-02-07,Furniture,CUST-0088,12.84
2023-12-27,Office Supplies,CUST-0297,198.86
2023-07-31,Furniture,CUST-0428,232.94
2022-08-17,Technology,CUST-0210,59.69
2022-07-23,Furniture,CUST-0428,370.19
2022-02-23,Furniture,CUST-0031,733.63
2022-09-10,Office Supplies,CUST-0158,173.59
2022-03-08,Office Supplies,CUST-0463,274.9
2023-01-28,Furniture,CUST-0381,130.44
2023-03-23,Technology,CUST-0168,407.91
2022-08-10,Technology,CUST-0278,214.78
2023-07-28,Furniture,CUST-0466,154.36
2022-12-25,Technology,CUST-0086,31.59
2022-11-09,Furniture,CUST-0287,98.84
2022-12-17,Furniture,CUST-0480,262.38
2022-04-06,Furniture,CUST-0365,167.27
2023-02-16,Technology,CUST-0118,133.44
2023-08-14,Technology,CUST-0107,435.43
2023-04-13,Technology,CUST-0026,90.33
2023-09-29,Office Supplies,CUST-0073,553.06
2023-08-13,Furniture,CUST-0344,504.0
2022-10-26,Technology,CUST-0275,129.07
2023-11-16,Technology,CUST-0376,430.39
2022-12-22,Office Supplies,CUST-0273,176.88
2022-11-19,Office Supplies,CUST-0089,23.2
2023-12-13,Office Supplies,CUST-0089,350.51
2023-05-18,Furniture,CUST-0165,350.43
2023-06-04,Furniture,CUST-0339,85.87
2022-11-30,Technology,CUST-0339,151.58
2022-07-18,Technology,CUST-0180,169.05
2023-07-14,Furniture,CUST-0006,511.59
2022-07-22,Furniture,CUST-0273,144.22
2022-08-09,Technology,CUST-0260,105.35
2023-05-19,Office Supplies,CUST-0208,309.34
2023-03-18,Technology,CUST-0002,152.25
2023-12-12,Office Supplies,CUST-0280,364.25
2023-05-31,Technology,CUST-0257,268.22
2023-01-30,Office Supplies,CUST-0062,114.19
2022-07-17,Furniture,CUST-0056,418.85
2023-11-18,Furniture,CUST-0500,15.88
2022-10-15,Office Supplies,CUST-0455,166.36
2023-12-15,Technology,CUST-0414,145.26
2022-01-25,Furniture,CUST-0059,211.8
2023-07-23,Office Supplies,CUST-0328,407.01
2022-02-25,Technology,CUST-0069,208.74
2022-09-14,Furniture,CUST-0234,296.18
2023-10-21,Office Supplies,CUST-0413,50.16
2023-07-15,Furniture,CUST-0404,374.56
2023-07-09,Furniture,CUST-0452,73.83
2023-02-21,Office Supplies,CUST-0247,156.17
2023-09-29,Technology,CUST-0080,106.9
2023-12-27,Furniture,CUST-0382,688.3
2023-07-27,Furniture,CUST-0307,123.51
2022-08-07,Furniture,CUST-0415,118.87
2022-08-25,Furniture,CUST-0317,63.38
2023-04-18,Office Supplies,CUST-0112,111.6
2023-09-23,Office Supplies,CUST-0493,542.84
2023-07-03,Office Supplies,CUST-0035,408.71
2022-12-02,Technology,CUST-0377,264.62
2023-03-03,Technology,CUST-0401,328.23
2023-08-20,Office Supplies,CUST-0461,84.0
2023-09-10,Office Supplies,CUST-0427,205.66
2022-07-24,Furniture,CUST-0487,140.88
2022-01-07,Furniture,CUST-0493,77.74
2023-07-27,Office Supplies,CUST-0178,47.73
2023-06-07,Furniture,CUST-0384,352.57
2023-11-19,Technology,CUST-0047,574.34
2022-05-03,Furniture,CUST-0107,270.44
2023-07-16,Office Supplies,CUST-0268,26.25
2022-02-28,Office Supplies,CUST-0314,517.59
2023-07-23,Office Supplies,CUST-0090,24.59
2023-06-17,Office Supplies,CUST-0171,91.0
2023-09-17,Furniture,CUST-0266,80.61
2022-01-28,Office Supplies,CUST-0051,732.01
2023-08-14,Furniture,CUST-0451,83.74
2022-07-05,Furniture,CUST-0492,328.7
2022-03-08,Furniture,CUST-0285,217.05
2023-02-21,Office Supplies,CUST-0387,225.85
2022-08-21,Furniture,CUST-0277,140.62
2022-05-02,Furniture,CUST-0088,281.89
2023-06-25,Technology,CUST-0316,258.55
2022-02-13,Office Supplies,CUST-0333,417.77
2023-01-31,Office Supplies,CUST-0358,75.18
2023-11-02,Technology,CUST-0473,404.3
2023-12-18,Technology,CUST-0472,22.99
2023-02-16,Furniture,CUST-0109,112.61
2022-09-05,Technology,CUST-0067,274.12
2023-08-31,Furniture,CUST-0263,350.41
2022-04-23,Furniture,CUST-0456,227.76
2022-05-01,Furniture,CUST-0482,7.64
2022-02-08,Office Supplies,CUST-0474,57.89
2023-11-16,Furniture,CUST-0383,242.45
2022-03-23,Technology,CUST-0500,570.03
2022-04-25,Technology,CUST-0106,253.97
2023-04-17,Technology,CUST-0381,492.62
2023-10-15,Office Supplies,CUST-0112,625.77
2023-10-21,Technology,CUST-0406,460.15
2022-06-16,Furniture,CUST-0072,200.11
2023-06-05,Furniture,CUST-0481,221.54
2023-05-05,Technology,CUST-0017,115.44
2023-05-01,Technology,CUST-0084,242.51
2022-09-21,Office Supplies,CUST-0421,218.77
2023-02-15,Office Supplies,CUST-0342,464.86
2022-02-06,Furniture,CUST-0289,248.0
2023-01-16,Technology,CUST-0344,129.08
2023-04-27,Office Supplies,CUST-0468,345.92
2023-06-29,Technology,CUST-0192,51.61
2023-03-03,Technology,CUST-0436,138.34
2023-10-23,Technology,CUST-0009,214.96
2022-01-08,Furniture,CUST-0125,78.58
2023-05-28,Office Supplies,CUST-0297,287.61
2022-12-05,Technology,CUST-0136,340.97
2022-01-25,Technology,CUST-0183,81.78
2023-06-29,Technology,CUST-0381,291.62
2023-05-10,Office Supplies,CUST-0135,41.41
2022-06-09,Office Supplies,CUST-0400,349.99
2022-05-24,Furniture,CUST-0229,191.04
2022-09-25,Furniture,CUST-0227,277.46
2022-08-02,Office Supplies,CUST-0492,158.99
2023-09-04,Furniture,CUST-0056,75.27
2022-03-08,Technology,CUST-0323,183.32
2023-07-20,Technology,CUST-0333,158.16
2023-09-02,Office Supplies,CUST-0229,288.38
2023-09-04,Office Supplies,CUST-0436,91.31
2022-06-27,Furniture,CUST-0342,478.37
2022-09-17,Furniture,CUST-0095,248.41
2022-09-11,Furniture,CUST-0216,133.51
2022-09-19,Furniture,CUST-0208,358.14
2022-09-23,Technology,CUST-0207,115.3
2022-07-19,Office Supplies,CUST-0376,293.61
2023-06-06,Technology,CUST-0157,79.82
2023-08-02,Office Supplies,CUST-0163,89.25
2022-07-14,Furniture,CUST-0359,102.68
2023-03-25,Office Supplies,CUST-0220,128.43
2022-05-27,Technology,CUST-0299,230.05
2022-03-31,Technology,CUST-0481,278.66
2023-11-04,Furniture,CUST-0078,56.18
2022-12-05,Office Supplies,CUST-0388,486.76
2023-08-30,Technology,CUST-0053,111.98
2023-09-16,Furniture,CUST-0279,27.33
2022-08-06,Furniture,CUST-0189,205.27
2022-10-23,Furniture,CUST-0368,250.69
